,student,course
9762,1952,202
9763,1952,270
9764,1952,109
9765,1953,276
9766,1953,115
9767,1953,196
9768,1953,277
9769,1953,177
9770,1954,82
9771,1954,77
9772,1954,112
9773,1954,285
9774,1954,165
9775,1955,231
9776,1955,236
9777,1955,51
9778,1955,141
9779,1955,111
9780,1956,186
9781,1956,162
9782,1956,143
9783,1956,70
9784,1956,265
9785,1957,18
9786,1957,286
9787,1957,145
9788,1957,85
9789,1957,217
9790,1958,194
9791,1958,2
9792,1958,144
9793,1958,163
9794,1958,188
9795,1959,178
9796,1959,25
9797,1959,96
9798,1959,105
9799,1959,45
9800,1960,83
9801,1960,295
9802,1960,218
9803,1960,235
9804,1960,13
9805,1961,162
9806,1961,103
9807,1961,120
9808,1961,26
9809,1961,245
9810,1962,89
9811,1962,271
9812,1962,154
9813,1962,139
9814,1962,71
9815,1963,115
9816,1963,113
9817,1963,146
9818,1963,252
9819,1963,219
9820,1964,167
9821,1964,180
9822,1964,85
9823,1964,24
9824,1964,156
9825,1965,83
9826,1965,17
9827,1965,31
9828,1965,141
9829,1965,97
9830,1966,3
9831,1966,0
9832,1966,60
9833,1966,5
9834,1966,144
9835,1967,240
9836,1967,205
9837,1967,183
9838,1967,143
9839,1967,74
9840,1968,53
9841,1968,146
9842,1968,248
9843,1968,195
9844,1968,68
9845,1969,219
9846,1969,109
9847,1969,82
9848,1969,161
9849,1969,140
9850,1970,206
9851,1970,251
9852,1970,152
9853,1970,217
9854,1970,278
9855,1971,90
9856,1971,299
9857,1971,44
9858,1971,34
9859,1971,273
9860,1972,66
9861,1972,121
9862,1972,125
9863,1972,25
9864,1972,53
9865,1973,197
9866,1973,141
9867,1973,15
9868,1973,198
9869,1973,148
9870,1974,233
9871,1974,31
9872,1974,84
9873,1974,245
9874,1974,115
9875,1975,169
9876,1975,157
9877,1975,65
9878,1975,162
9879,1975,144
9880,1976,48
9881,1976,257
9882,1976,16
9883,1976,219
9884,1976,233
9885,1977,96
9886,1977,237
9887,1977,57
9888,1977,88
9889,1977,260
9890,1978,177
9891,1978,262
9892,1978,166
9893,1978,97
9894,1978,277
9895,1979,32
9896,1979,21
9897,1979,200
9898,1979,141
9899,1979,94
9900,1980,215
9901,1980,183
9902,1980,239
9903,1980,21
9904,1980,155
9905,1981,61
9906,1981,14
9907,1981,119
9908,1981,231
9909,1981,75
9910,1982,292
9911,1982,116
9912,1982,160
9913,1982,296
9914,1982,182
9915,1983,79
9916,1983,204
9917,1983,107
9918,1983,265
9919,1983,102
9920,1984,93
9921,1984,225
9922,1984,71
9923,1984,33
9924,1984,184
9925,1985,218
9926,1985,90
9927,1985,120
9928,1985,241
9929,1985,215
9930,1986,121
9931,1986,22
9932,1986,0
9933,1986,9
9934,1986,92
9935,1987,159
9936,1987,128
9937,1987,14
9938,1987,234
9939,1987,225
9940,1988,194
9941,1988,21
9942,1988,149
9943,1988,76
9944,1988,190
9945,1989,92
9946,1989,194
9947,1989,193
9948,1989,81
9949,1989,160
9950,1990,44
9951,1990,159
9952,1990,95
9953,1990,196
9954,1990,291
9955,1991,3
9956,1991,54
9957,1991,136
9958,1991,67
9959,1991,51
9960,1992,186
9961,1992,128
9962,1992,201
9963,1992,33
9964,1992,200
9965,1993,249
9966,1993,60
9967,1993,270
9968,1993,166
9969,1993,276
9970,1994,217
9971,1994,156
9972,1994,130
9973,1994,45
9974,1994,206
9975,1995,228
9976,1995,248
9977,1995,0
9978,1995,222
9979,1995,290
9980,1996,111
9981,1996,23
9982,1996,12
9983,1996,33
9984,1996,210
9985,1997,39
9986,1997,225
9987,1997,251
9988,1997,100
9989,1997,82
9990,1998,217
9991,1998,189
9992,1998,107
9993,1998,237
9994,1998,194
9995,1999,287
9996,1999,283
9997,1999,252
9998,1999,27
9999,1999,161
10000,2000,61
10001,2000,117
10002,2000,220
10003,2000,111
10004,2000,79
10005,2001,48
10006,2001,187
10007,2001,276
10008,2001,31
10009,2001,220
10010,2002,59
10011,2002,195
10012,2002,147
10013,2002,25
10014,2002,183
10015,2003,187
10016,2003,143
10017,2003,11
10018,2003,269
10019,2003,236
10020,2004,238
10021,2004,146
10022,2004,93
10023,2004,44
10024,2004,130
10025,2005,115
10026,2005,153
10027,2005,61
10028,2005,265
10029,2005,15
10030,2006,240
10031,2006,230
10032,2006,171
10033,2006,10
10034,2006,272
10035,2007,81
10036,2007,256
10037,2007,63
10038,2007,49
10039,2007,261
10040,2008,260
10041,2008,27
10042,2008,209
10043,2008,3
10044,2008,205
10045,2009,289
10046,2009,12
10047,2009,269
10048,2009,118
10049,2009,207
10050,2010,268
10051,2010,14
10052,2010,12
10053,2010,82
10054,2010,43
10055,2011,21
10056,2011,120
10057,2011,149
10058,2011,233
10059,2011,148
10060,2012,78
10061,2012,105
10062,2012,142
10063,2012,215
10064,2012,223
10065,2013,137
10066,2013,59
10067,2013,130
10068,2013,15
10069,2013,192
10070,2014,5
10071,2014,183
10072,2014,65
10073,2014,138
10074,2014,48
10075,2015,178
10076,2015,54
10077,2015,163
10078,2015,6
10079,2015,212
10080,2016,108
10081,2016,261
10082,2016,198
10083,2016,137
10084,2016,163
10085,2017,226
10086,2017,62
10087,2017,94
10088,2017,160
10089,2017,133
10090,2018,234
10091,2018,138
10092,2018,31
10093,2018,201
10094,2018,221
10095,2019,116
10096,2019,12
10097,2019,81
10098,2019,209
10099,2019,214
10100,2020,291
10101,2020,171
10102,2020,47
10103,2020,105
10104,2020,58
10105,2021,77
10106,2021,134
10107,2021,28
10108,2021,180
10109,2021,19
10110,2022,45
10111,2022,290
10112,2022,98
10113,2022,128
10114,2022,182
10115,2023,81
10116,2023,291
10117,2023,200
10118,2023,284
10119,2023,190
10120,2024,268
10121,2024,165
10122,2024,248
10123,2024,223
10124,2024,60
10125,2025,127
10126,2025,282
10127,2025,179
10128,2025,173
10129,2025,42
10130,2026,37
10131,2026,233
10132,2026,200
10133,2026,258
10134,2026,295
10135,2027,115
10136,2027,190
10137,2027,288
10138,2027,85
10139,2027,51
10140,2028,61
10141,2028,74
10142,2028,220
10143,2028,28
10144,2028,122
10145,2029,160
10146,2029,95
10147,2029,17
10148,2029,242
10149,2029,66
10150,2030,28
10151,2030,159
10152,2030,27
10153,2030,295
10154,2030,251
10155,2031,261
10156,2031,170
10157,2031,62
10158,2031,277
10159,2031,151
10160,2032,129
10161,2032,69
10162,2032,34
10163,2032,290
10164,2032,82
10165,2033,200
10166,2033,112
10167,2033,14
10168,2033,37
10169,2033,120
10170,2034,137
10171,2034,237
10172,2034,254
10173,2034,287
10174,2034,125
10175,2035,278
10176,2035,40
10177,2035,191
10178,2035,55
10179,2035,214
10180,2036,0
10181,2036,266
10182,2036,77
10183,2036,110
10184,2036,14
10185,2037,175
10186,2037,183
10187,2037,16
10188,2037,255
10189,2037,112
10190,2038,15
10191,2038,140
10192,2038,269
10193,2038,298
10194,2038,291
10195,2039,174
10196,2039,297
10197,2039,266
10198,2039,37
10199,2039,145
10200,2040,250
10201,2040,127
10202,2040,60
10203,2040,93
10204,2040,235
10205,2041,142
10206,2041,247
10207,2041,42
10208,2041,97
10209,2041,252
10210,2042,36
10211,2042,130
10212,2042,262
10213,2042,9
10214,2042,72
10215,2043,256
10216,2043,14
10217,2043,13
10218,2043,266
10219,2043,296
10220,2044,94
10221,2044,57
10222,2044,131
10223,2044,162
10224,2044,295
10225,2045,291
10226,2045,230
10227,2045,258
10228,2045,238
10229,2045,171
10230,2046,279
10231,2046,173
10232,2046,126
10233,2046,230
10234,2046,127
10235,2047,51
10236,2047,181
10237,2047,66
10238,2047,194
10239,2047,256
10240,2048,204
10241,2048,60
10242,2048,63
10243,2048,92
10244,2048,36
10245,2049,280
10246,2049,119
10247,2049,231
10248,2049,192
10249,2049,81
10250,2050,152
10251,2050,233
10252,2050,290
10253,2050,279
10254,2050,229
10255,2051,258
10256,2051,80
10257,2051,153
10258,2051,134
10259,2051,38
10260,2052,283
10261,2052,261
10262,2052,293
10263,2052,236
10264,2052,162
10265,2053,50
10266,2053,2
10267,2053,211
10268,2053,18
10269,2053,127
10270,2054,46
10271,2054,234
10272,2054,197
10273,2054,47
10274,2054,35
10275,2055,71
10276,2055,238
10277,2055,225
10278,2055,114
10279,2055,29
10280,2056,245
10281,2056,23
10282,2056,229
10283,2056,17
10284,2056,115
10285,2057,299
10286,2057,99
10287,2057,121
10288,2057,171
10289,2057,127
10290,2058,175
10291,2058,145
10292,2058,266
10293,2058,291
10294,2058,116
10295,2059,55
10296,2059,1
10297,2059,235
10298,2059,281
10299,2059,145
10300,2060,246
10301,2060,292
10302,2060,132
10303,2060,138
10304,2060,203
10305,2061,21
10306,2061,185
10307,2061,79
10308,2061,115
10309,2061,246
10310,2062,22
10311,2062,99
10312,2062,285
10313,2062,207
10314,2062,107
10315,2063,96
10316,2063,227
10317,2063,222
10318,2063,106
10319,2063,191
10320,2064,80
10321,2064,22
10322,2064,103
10323,2064,110
10324,2064,5
10325,2065,83
10326,2065,25
10327,2065,77
10328,2065,92
10329,2065,235
10330,2066,89
10331,2066,174
10332,2066,159
10333,2066,215
10334,2066,78
10335,2067,254
10336,2067,55
10337,2067,246
10338,2067,122
10339,2067,298
10340,2068,79
10341,2068,48
10342,2068,191
10343,2068,267
10344,2068,122
10345,2069,181
10346,2069,222
10347,2069,223
10348,2069,90
10349,2069,93
10350,2070,76
10351,2070,229
10352,2070,169
10353,2070,244
10354,2070,82
10355,2071,110
10356,2071,114
10357,2071,193
10358,2071,78
10359,2071,166
10360,2072,45
10361,2072,16
10362,2072,275
10363,2072,144
10364,2072,207
10365,2073,225
10366,2073,80
10367,2073,51
10368,2073,174
10369,2073,252
10370,2074,1
10371,2074,163
10372,2074,241
10373,2074,39
10374,2074,99
10375,2075,254
10376,2075,142
10377,2075,137
10378,2075,12
10379,2075,34
10380,2076,21
10381,2076,217
10382,2076,118
10383,2076,269
10384,2076,172
10385,2077,286
10386,2077,137
10387,2077,6
10388,2077,114
10389,2077,69
10390,2078,188
10391,2078,140
10392,2078,255
10393,2078,248
10394,2078,260
10395,2079,240
10396,2079,112
10397,2079,237
10398,2079,212
10399,2079,47
10400,2080,32
10401,2080,76
10402,2080,23
10403,2080,251
10404,2080,108
10405,2081,256
10406,2081,210
10407,2081,211
10408,2081,74
10409,2081,47
10410,2082,36
10411,2082,58
10412,2082,192
10413,2082,275
10414,2082,106
10415,2083,31
10416,2083,202
10417,2083,169
10418,2083,42
10419,2083,14
10420,2084,263
10421,2084,246
10422,2084,218
10423,2084,216
10424,2084,146
10425,2085,63
10426,2085,269
10427,2085,4
10428,2085,97
10429,2085,98
10430,2086,2
10431,2086,247
10432,2086,274
10433,2086,71
10434,2086,249
10435,2087,194
10436,2087,8
10437,2087,103
10438,2087,50
10439,2087,170
10440,2088,82
10441,2088,278
10442,2088,214
10443,2088,125
10444,2088,118
10445,2089,127
10446,2089,229
10447,2089,201
10448,2089,167
10449,2089,136
10450,2090,213
10451,2090,106
10452,2090,183
10453,2090,4
10454,2090,93
10455,2091,215
10456,2091,219
10457,2091,186
10458,2091,92
10459,2091,190
10460,2092,258
10461,2092,45
10462,2092,271
10463,2092,144
10464,2092,275
10465,2093,294
10466,2093,197
10467,2093,76
10468,2093,18
10469,2093,214
10470,2094,123
10471,2094,36
10472,2094,286
10473,2094,224
10474,2094,290
10475,2095,295
10476,2095,59
10477,2095,91
10478,2095,78
10479,2095,244
10480,2096,80
10481,2096,132
10482,2096,233
10483,2096,67
10484,2096,192
10485,2097,296
10486,2097,175
10487,2097,138
10488,2097,25
10489,2097,241
10490,2098,40
10491,2098,118
10492,2098,243
10493,2098,254
10494,2098,289
10495,2099,67
10496,2099,54
10497,2099,252
10498,2099,79
10499,2099,187
10500,2100,52
10501,2100,18
10502,2100,21
10503,2100,10
10504,2100,106
10505,2101,243
10506,2101,232
10507,2101,24
10508,2101,202
10509,2101,184
10510,2102,197
10511,2102,179
10512,2102,150
10513,2102,187
10514,2102,133
10515,2103,52
10516,2103,156
10517,2103,5
10518,2103,232
10519,2103,44
10520,2104,243
10521,2104,37
10522,2104,112
10523,2104,4
10524,2104,290
10525,2105,228
10526,2105,76
10527,2105,293
10528,2105,181
10529,2105,5
10530,2106,214
10531,2106,225
10532,2106,87
10533,2106,91
10534,2106,287
10535,2107,5
10536,2107,180
10537,2107,89
10538,2107,19
10539,2107,58
10540,2108,273
10541,2108,137
10542,2108,45
10543,2108,259
10544,2108,216
10545,2109,5
10546,2109,11
10547,2109,181
10548,2109,276
10549,2109,118
10550,2110,96
10551,2110,136
10552,2110,114
10553,2110,147
10554,2110,13
10555,2111,35
10556,2111,26
10557,2111,89
10558,2111,24
10559,2111,206
10560,2112,46
10561,2112,258
10562,2112,84
10563,2112,66
10564,2112,202
10565,2113,276
10566,2113,137
10567,2113,154
10568,2113,165
10569,2113,258
10570,2114,143
10571,2114,263
10572,2114,27
10573,2114,283
10574,2114,44
10575,2115,11
10576,2115,146
10577,2115,113
10578,2115,210
10579,2115,135
10580,2116,294
10581,2116,258
10582,2116,80
10583,2116,297
10584,2116,164
10585,2117,299
10586,2117,212
10587,2117,4
10588,2117,239
10589,2117,108
10590,2118,243
10591,2118,9
10592,2118,268
10593,2118,207
10594,2118,56
10595,2119,73
10596,2119,137
10597,2119,12
10598,2119,253
10599,2119,83
10600,2120,188
10601,2120,229
10602,2120,221
10603,2120,88
10604,2120,180
10605,2121,101
10606,2121,116
10607,2121,208
10608,2121,151
10609,2121,144
10610,2122,179
10611,2122,283
10612,2122,36
10613,2122,76
10614,2122,173
10615,2123,275
10616,2123,182
10617,2123,73
10618,2123,89
10619,2123,68
10620,2124,181
10621,2124,220
10622,2124,93
10623,2124,213
10624,2124,90
10625,2125,285
10626,2125,63
10627,2125,137
10628,2125,186
10629,2125,88
10630,2126,118
10631,2126,51
10632,2126,219
10633,2126,53
10634,2126,61
10635,2127,152
10636,2127,64
10637,2127,267
10638,2127,268
10639,2127,12
10640,2128,25
10641,2128,132
10642,2128,153
10643,2128,104
10644,2128,284
10645,2129,254
10646,2129,162
10647,2129,47
10648,2129,32
10649,2129,13
10650,2130,285
10651,2130,112
10652,2130,149
10653,2130,116
10654,2130,263
10655,2131,23
10656,2131,3
10657,2131,162
10658,2131,110
10659,2131,188
10660,2132,233
10661,2132,168
10662,2132,133
10663,2132,249
10664,2132,200
10665,2133,93
10666,2133,40
10667,2133,49
10668,2133,204
10669,2133,73
10670,2134,32
10671,2134,16
10672,2134,50
10673,2134,115
10674,2134,107
10675,2135,225
10676,2135,37
10677,2135,141
10678,2135,215
10679,2135,113
10680,2136,72
10681,2136,135
10682,2136,86
10683,2136,201
10684,2136,140
10685,2137,214
10686,2137,171
10687,2137,230
10688,2137,183
10689,2137,32
10690,2138,229
10691,2138,91
10692,2138,266
10693,2138,181
10694,2138,193
10695,2139,272
10696,2139,207
10697,2139,28
10698,2139,182
10699,2139,236
10700,2140,136
10701,2140,252
10702,2140,77
10703,2140,23
10704,2140,244
10705,2141,166
10706,2141,233
10707,2141,86
10708,2141,14
10709,2141,205
10710,2142,96
10711,2142,169
10712,2142,260
10713,2142,77
10714,2142,238
10715,2143,56
10716,2143,122
10717,2143,207
10718,2143,268
10719,2143,269
10720,2144,108
10721,2144,130
10722,2144,98
10723,2144,113
10724,2144,111
10725,2145,294
10726,2145,293
10727,2145,105
10728,2145,156
10729,2145,151
10730,2146,74
10731,2146,113
10732,2146,294
10733,2146,141
10734,2146,162
10735,2147,12
10736,2147,267
10737,2147,268
10738,2147,25
10739,2147,261
10740,2148,210
10741,2148,240
10742,2148,231
10743,2148,272
10744,2148,242
10745,2149,169
10746,2149,289
10747,2149,199
10748,2149,226
10749,2149,57
10750,2150,50
10751,2150,56
10752,2150,250
10753,2150,249
10754,2150,5
10755,2151,7
10756,2151,27
10757,2151,135
10758,2151,155
10759,2151,44
10760,2152,113
10761,2152,294
10762,2152,283
10763,2152,128
10764,2152,145
10765,2153,88
10766,2153,157
10767,2153,34
10768,2153,254
10769,2153,63
10770,2154,264
10771,2154,289
10772,2154,221
10773,2154,213
10774,2154,139
10775,2155,115
10776,2155,269
10777,2155,251
10778,2155,236
10779,2155,47
10780,2156,64
10781,2156,35
10782,2156,238
10783,2156,107
10784,2156,178
10785,2157,119
10786,2157,278
10787,2157,273
10788,2157,176
10789,2157,132
10790,2158,216
10791,2158,149
10792,2158,283
10793,2158,134
10794,2158,32
10795,2159,115
10796,2159,129
10797,2159,70
10798,2159,270
10799,2159,11
10800,2160,85
10801,2160,299
10802,2160,52
10803,2160,196
10804,2160,264
10805,2161,33
10806,2161,74
10807,2161,131
10808,2161,156
10809,2161,280
10810,2162,259
10811,2162,115
10812,2162,136
10813,2162,185
10814,2162,222
10815,2163,293
10816,2163,143
10817,2163,288
10818,2163,115
10819,2163,192
10820,2164,176
10821,2164,234
10822,2164,64
10823,2164,273
10824,2164,235
10825,2165,148
10826,2165,51
10827,2165,211
10828,2165,37
10829,2165,143
10830,2166,150
10831,2166,21
10832,2166,83
10833,2166,198
10834,2166,24
10835,2167,258
10836,2167,179
10837,2167,192
10838,2167,49
10839,2167,101
10840,2168,184
10841,2168,149
10842,2168,250
10843,2168,214
10844,2168,153
10845,2169,164
10846,2169,3
10847,2169,57
10848,2169,28
10849,2169,134
10850,2170,288
10851,2170,102
10852,2170,184
10853,2170,235
10854,2170,165
10855,2171,237
10856,2171,96
10857,2171,64
10858,2171,105
10859,2171,235
10860,2172,42
10861,2172,188
10862,2172,146
10863,2172,199
10864,2172,193
10865,2173,236
10866,2173,59
10867,2173,172
10868,2173,12
10869,2173,72
10870,2174,127
10871,2174,275
10872,2174,2
10873,2174,279
10874,2174,283
10875,2175,276
10876,2175,24
10877,2175,197
10878,2175,84
10879,2175,22
10880,2176,120
10881,2176,71
10882,2176,74
10883,2176,282
10884,2176,83
10885,2177,171
10886,2177,271
10887,2177,32
10888,2177,48
10889,2177,72
10890,2178,25
10891,2178,218
10892,2178,285
10893,2178,84
10894,2178,207
10895,2179,284
10896,2179,45
10897,2179,107
10898,2179,258
10899,2179,231
10900,2180,70
10901,2180,0
10902,2180,76
10903,2180,15
10904,2180,133
10905,2181,233
10906,2181,48
10907,2181,193
10908,2181,261
10909,2181,14
10910,2182,298
10911,2182,75
10912,2182,24
10913,2182,137
10914,2182,64
10915,2183,258
10916,2183,131
10917,2183,276
10918,2183,82
10919,2183,262
10920,2184,99
10921,2184,83
10922,2184,90
10923,2184,223
10924,2184,129
10925,2185,92
10926,2185,21
10927,2185,32
10928,2185,251
10929,2185,245
10930,2186,225
10931,2186,103
10932,2186,3
10933,2186,20
10934,2186,50
10935,2187,163
10936,2187,217
10937,2187,253
10938,2187,47
10939,2187,238
10940,2188,291
10941,2188,6
10942,2188,124
10943,2188,223
10944,2188,79
10945,2189,233
10946,2189,291
10947,2189,78
10948,2189,19
10949,2189,32
10950,2190,61
10951,2190,174
10952,2190,260
10953,2190,133
10954,2190,177
10955,2191,176
10956,2191,59
10957,2191,118
10958,2191,30
10959,2191,154
10960,2192,265
10961,2192,180
10962,2192,67
10963,2192,244
10964,2192,98
10965,2193,109
10966,2193,283
10967,2193,191
10968,2193,140
10969,2193,273
10970,2194,199
10971,2194,241
10972,2194,10
10973,2194,190
10974,2194,259
10975,2195,87
10976,2195,294
10977,2195,60
10978,2195,46
10979,2195,231
10980,2196,41
10981,2196,77
10982,2196,214
10983,2196,257
10984,2196,3
10985,2197,24
10986,2197,184
10987,2197,145
10988,2197,77
10989,2197,250
10990,2198,169
10991,2198,296
10992,2198,83
10993,2198,276
10994,2198,281
10995,2199,138
10996,2199,49
10997,2199,114
10998,2199,259
10999,2199,237
11000,2200,90
11001,2200,42
11002,2200,125
11003,2200,159
11004,2200,129
11005,2201,82
11006,2201,44
11007,2201,291
11008,2201,118
11009,2201,57
11010,2202,243
11011,2202,67
11012,2202,288
11013,2202,8
11014,2202,244
11015,2203,107
11016,2203,245
11017,2203,96
11018,2203,90
11019,2203,216
11020,2204,124
11021,2204,262
11022,2204,79
11023,2204,278
11024,2204,191
11025,2205,123
11026,2205,193
11027,2205,76
11028,2205,160
11029,2205,10
11030,2206,253
11031,2206,197
11032,2206,208
11033,2206,46
11034,2206,169
11035,2207,267
11036,2207,210
11037,2207,128
11038,2207,284
11039,2207,143
11040,2208,153
11041,2208,90
11042,2208,171
11043,2208,156
11044,2208,39
11045,2209,193
11046,2209,252
11047,2209,180
11048,2209,59
11049,2209,188
11050,2210,284
11051,2210,137
11052,2210,118
11053,2210,295
11054,2210,22
11055,2211,91
11056,2211,119
11057,2211,271
11058,2211,98
11059,2211,92
11060,2212,56
11061,2212,182
11062,2212,142
11063,2212,39
11064,2212,244
11065,2213,254
11066,2213,275
11067,2213,213
11068,2213,63
11069,2213,145
11070,2214,69
11071,2214,127
11072,2214,172
11073,2214,98
11074,2214,120
11075,2215,74
11076,2215,190
11077,2215,156
11078,2215,15
11079,2215,67
11080,2216,199
11081,2216,26
11082,2216,161
11083,2216,200
11084,2216,218
11085,2217,80
11086,2217,10
11087,2217,139
11088,2217,202
11089,2217,186
11090,2218,218
11091,2218,122
11092,2218,46
11093,2218,23
11094,2218,39
11095,2219,62
11096,2219,172
11097,2219,143
11098,2219,44
11099,2219,206
11100,2220,213
11101,2220,144
11102,2220,14
11103,2220,70
11104,2220,81
11105,2221,225
11106,2221,222
11107,2221,140
11108,2221,72
11109,2221,284
11110,2222,278
11111,2222,98
11112,2222,146
11113,2222,272
11114,2222,145
11115,2223,103
11116,2223,112
11117,2223,82
11118,2223,101
11119,2223,40
11120,2224,25
11121,2224,230
11122,2224,2
11123,2224,89
11124,2224,126
11125,2225,57
11126,2225,109
11127,2225,74
11128,2225,172
11129,2225,30
11130,2226,130
11131,2226,210
11132,2226,25
11133,2226,45
11134,2226,106
11135,2227,129
11136,2227,250
11137,2227,291
11138,2227,70
11139,2227,282
11140,2228,197
11141,2228,203
11142,2228,274
11143,2228,116
11144,2228,193
11145,2229,37
11146,2229,38
11147,2229,55
11148,2229,77
11149,2229,289
11150,2230,247
11151,2230,189
11152,2230,31
11153,2230,258
11154,2230,262
11155,2231,230
11156,2231,290
11157,2231,158
11158,2231,74
11159,2231,292
11160,2232,174
11161,2232,64
11162,2232,208
11163,2232,138
11164,2232,206
11165,2233,261
11166,2233,212
11167,2233,274
11168,2233,73
11169,2233,13
11170,2234,196
11171,2234,61
11172,2234,35
11173,2234,261
11174,2234,219
11175,2235,131
11176,2235,67
11177,2235,130
11178,2235,18
11179,2235,81
11180,2236,172
11181,2236,33
11182,2236,125
11183,2236,96
11184,2236,87
11185,2237,135
11186,2237,93
11187,2237,32
11188,2237,62
11189,2237,49
11190,2238,80
11191,2238,98
11192,2238,6
11193,2238,296
11194,2238,136
11195,2239,152
11196,2239,294
11197,2239,163
11198,2239,185
11199,2239,56
11200,2240,76
11201,2240,246
11202,2240,209
11203,2240,116
11204,2240,198
11205,2241,252
11206,2241,141
11207,2241,251
11208,2241,91
11209,2241,127
11210,2242,34
11211,2242,153
11212,2242,9
11213,2242,237
11214,2242,50
11215,2243,133
11216,2243,126
11217,2243,278
11218,2243,184
11219,2243,208
11220,2244,223
11221,2244,41
11222,2244,133
11223,2244,168
11224,2244,254
11225,2245,218
11226,2245,0
11227,2245,178
11228,2245,32
11229,2245,204
11230,2246,100
11231,2246,85
11232,2246,75
11233,2246,31
11234,2246,264
11235,2247,26
11236,2247,173
11237,2247,159
11238,2247,69
11239,2247,80
11240,2248,130
11241,2248,70
11242,2248,240
11243,2248,27
11244,2248,106
11245,2249,242
11246,2249,183
11247,2249,278
11248,2249,264
11249,2249,42
11250,2250,244
11251,2250,33
11252,2250,154
11253,2250,166
11254,2250,237
11255,2251,245
11256,2251,66
11257,2251,257
11258,2251,1
11259,2251,209
11260,2252,61
11261,2252,119
11262,2252,41
11263,2252,260
11264,2252,117
11265,2253,277
11266,2253,59
11267,2253,97
11268,2253,252
11269,2253,88
11270,2254,87
11271,2254,264
11272,2254,277
11273,2254,206
11274,2254,178
11275,2255,134
11276,2255,28
11277,2255,270
11278,2255,218
11279,2255,290
11280,2256,250
11281,2256,22
11282,2256,19
11283,2256,40
11284,2256,299
11285,2257,26
11286,2257,202
11287,2257,280
11288,2257,189
11289,2257,101
11290,2258,108
11291,2258,265
11292,2258,29
11293,2258,82
11294,2258,83
11295,2259,157
11296,2259,111
11297,2259,125
11298,2259,101
11299,2259,239
11300,2260,294
11301,2260,288
11302,2260,3
11303,2260,218
11304,2260,9
11305,2261,266
11306,2261,36
11307,2261,191
11308,2261,40
11309,2261,242
11310,2262,133
11311,2262,146
11312,2262,59
11313,2262,80
11314,2262,175
11315,2263,117
11316,2263,198
11317,2263,279
11318,2263,53
11319,2263,280
11320,2264,281
11321,2264,168
11322,2264,177
11323,2264,263
11324,2264,119
11325,2265,165
11326,2265,68
11327,2265,246
11328,2265,122
11329,2265,59
11330,2266,278
11331,2266,178
11332,2266,221
11333,2266,213
11334,2266,170
11335,2267,51
11336,2267,60
11337,2267,144
11338,2267,227
11339,2267,104
11340,2268,256
11341,2268,75
11342,2268,135
11343,2268,0
11344,2268,181
11345,2269,232
11346,2269,243
11347,2269,176
11348,2269,6
11349,2269,299
11350,2270,173
11351,2270,171
11352,2270,254
11353,2270,242
11354,2270,176
11355,2271,281
11356,2271,249
11357,2271,19
11358,2271,293
11359,2271,267
11360,2272,67
11361,2272,166
11362,2272,161
11363,2272,93
11364,2272,179
11365,2273,104
11366,2273,24
11367,2273,191
11368,2273,291
11369,2273,282
11370,2274,225
11371,2274,200
11372,2274,13
11373,2274,89
11374,2274,237
11375,2275,296
11376,2275,221
11377,2275,214
11378,2275,119
11379,2275,61
11380,2276,203
11381,2276,261
11382,2276,280
11383,2276,246
11384,2276,157
11385,2277,47
11386,2277,278
11387,2277,34
11388,2277,145
11389,2277,238
11390,2278,149
11391,2278,45
11392,2278,36
11393,2278,299
11394,2278,65
11395,2279,47
11396,2279,105
11397,2279,187
11398,2279,46
11399,2279,289
11400,2280,7
11401,2280,213
11402,2280,234
11403,2280,258
11404,2280,251
11405,2281,247
11406,2281,261
11407,2281,117
11408,2281,235
11409,2281,265
11410,2282,163
11411,2282,33
11412,2282,270
11413,2282,51
11414,2282,20
11415,2283,140
11416,2283,239
11417,2283,133
11418,2283,265
11419,2283,69
11420,2284,99
11421,2284,255
11422,2284,213
11423,2284,18
11424,2284,75
11425,2285,226
11426,2285,208
11427,2285,238
11428,2285,130
11429,2285,255
11430,2286,137
11431,2286,157
11432,2286,159
11433,2286,76
11434,2286,71
11435,2287,135
11436,2287,62
11437,2287,104
11438,2287,94
11439,2287,109
11440,2288,238
11441,2288,153
11442,2288,264
11443,2288,237
11444,2288,155
11445,2289,293
11446,2289,235
11447,2289,77
11448,2289,55
11449,2289,132
11450,2290,123
11451,2290,225
11452,2290,158
11453,2290,9
11454,2290,219
11455,2291,154
11456,2291,149
11457,2291,43
11458,2291,197
11459,2291,221
11460,2292,232
11461,2292,209
11462,2292,223
11463,2292,38
11464,2292,125
11465,2293,63
11466,2293,208
11467,2293,154
11468,2293,110
11469,2293,123
11470,2294,33
11471,2294,13
11472,2294,258
11473,2294,60
11474,2294,235
11475,2295,123
11476,2295,131
11477,2295,279
11478,2295,108
11479,2295,213
11480,2296,178
11481,2296,188
11482,2296,4
11483,2296,168
11484,2296,254
11485,2297,138
11486,2297,3
11487,2297,99
11488,2297,103
11489,2297,223
11490,2298,271
11491,2298,251
11492,2298,137
11493,2298,234
11494,2298,93
11495,2299,171
11496,2299,271
11497,2299,147
11498,2299,155
11499,2299,51
11500,2300,77
11501,2300,213
11502,2300,163
11503,2300,162
11504,2300,229
11505,2301,67
11506,2301,198
11507,2301,284
11508,2301,57
11509,2301,145
11510,2302,197
