,student,major,course,semester
0,1242,500,500,S1
0,1242,500,498,S1
0,1243,930,931,S1
0,1243,930,928,S1
0,1243,930,934,S1
0,1243,930,925,S1
0,1243,930,929,S1
0,1244,20,22,S1
0,1244,20,19,S1
0,1244,20,18,S1
0,1244,20,20,S1
0,1244,20,15,S1
0,1245,530,528,S1
0,1245,530,533,S1
0,1245,530,534,S1
0,1245,530,525,S1
0,1245,530,531,S1
0,1246,400,401,S1
0,1246,400,396,S1
0,1246,400,398,S1
0,1246,400,403,S1
0,1246,400,404,S1
0,1247,100,101,S1
0,1247,100,97,S1
0,1247,100,99,S1
0,1247,100,95,S1
0,1247,100,98,S1
0,1248,640,636,S1
0,1248,640,635,S1
0,1248,640,643,S1
0,1248,640,641,S1
0,1248,640,642,S1
0,1249,530,533,S1
0,1249,530,535,S1
0,1249,530,532,S1
0,1249,530,525,S1
0,1249,530,531,S1
0,1250,920,923,S1
0,1250,920,919,S1
0,1250,920,921,S1
0,1250,920,924,S1
0,1250,920,925,S1
0,1251,750,747,S1
0,1251,750,754,S1
0,1251,750,745,S1
0,1251,750,748,S1
0,1251,750,749,S1
0,1252,240,245,S1
0,1252,240,239,S1
0,1252,240,238,S1
0,1252,240,243,S1
0,1252,240,240,S1
0,1253,550,547,S1
0,1253,550,555,S1
0,1253,550,551,S1
0,1253,550,545,S1
0,1253,550,549,S1
0,1254,960,961,S1
0,1254,960,957,S1
0,1254,960,964,S1
0,1254,960,956,S1
0,1254,960,959,S1
0,1255,900,903,S1
0,1255,900,895,S1
0,1255,900,899,S1
0,1255,900,905,S1
0,1255,900,901,S1
0,1256,100,103,S1
0,1256,100,97,S1
0,1256,100,101,S1
0,1256,100,105,S1
0,1256,100,98,S1
0,1257,540,535,S1
0,1257,540,542,S1
0,1257,540,539,S1
0,1257,540,543,S1
0,1257,540,537,S1
0,1258,80,81,S1
0,1258,80,83,S1
0,1258,80,85,S1
0,1258,80,77,S1
0,1258,80,82,S1
0,1259,910,907,S1
0,1259,910,910,S1
0,1259,910,915,S1
0,1259,910,909,S1
0,1259,910,914,S1
0,1260,260,265,S1
0,1260,260,256,S1
0,1260,260,260,S1
0,1260,260,255,S1
0,1260,260,262,S1
0,1261,830,834,S1
0,1261,830,828,S1
0,1261,830,830,S1
0,1261,830,825,S1
0,1261,830,826,S1
0,1262,360,362,S1
0,1262,360,356,S1
0,1262,360,361,S1
0,1262,360,364,S1
0,1262,360,355,S1
0,1263,860,865,S1
0,1263,860,862,S1
0,1263,860,857,S1
0,1263,860,860,S1
0,1263,860,861,S1
0,1264,190,187,S1
0,1264,190,191,S1
0,1264,190,195,S1
0,1264,190,190,S1
0,1264,190,188,S1
0,1265,570,567,S1
0,1265,570,571,S1
0,1265,570,568,S1
0,1265,570,570,S1
0,1265,570,566,S1
0,1266,670,673,S1
0,1266,670,666,S1
0,1266,670,675,S1
0,1266,670,665,S1
0,1266,670,669,S1
0,1267,690,692,S1
0,1267,690,686,S1
0,1267,690,687,S1
0,1267,690,691,S1
0,1267,690,689,S1
0,1268,100,103,S1
0,1268,100,100,S1
0,1268,100,101,S1
0,1268,100,104,S1
0,1268,100,102,S1
0,1269,40,39,S1
0,1269,40,37,S1
0,1269,40,35,S1
0,1269,40,36,S1
0,1269,40,43,S1
0,1270,250,249,S1
0,1270,250,253,S1
0,1270,250,247,S1
0,1270,250,246,S1
0,1270,250,251,S1
0,1271,560,556,S1
0,1271,560,563,S1
0,1271,560,564,S1
0,1271,560,560,S1
0,1271,560,557,S1
0,1272,200,195,S1
0,1272,200,199,S1
0,1272,200,204,S1
0,1272,200,205,S1
0,1272,200,198,S1
0,1273,420,421,S1
0,1273,420,416,S1
0,1273,420,420,S1
0,1273,420,418,S1
0,1273,420,425,S1
0,1274,170,175,S1
0,1274,170,167,S1
0,1274,170,173,S1
0,1274,170,170,S1
0,1274,170,169,S1
0,1275,850,846,S1
0,1275,850,850,S1
0,1275,850,854,S1
0,1275,850,845,S1
0,1275,850,852,S1
0,1276,210,215,S1
0,1276,210,209,S1
0,1276,210,208,S1
0,1276,210,206,S1
0,1276,210,213,S1
0,1277,730,730,S1
0,1277,730,725,S1
0,1277,730,726,S1
0,1277,730,732,S1
0,1277,730,728,S1
0,1278,610,607,S1
0,1278,610,612,S1
0,1278,610,608,S1
0,1278,610,610,S1
0,1278,610,614,S1
0,1279,900,899,S1
0,1279,900,896,S1
0,1279,900,901,S1
0,1279,900,898,S1
0,1279,900,897,S1
0,1280,930,930,S1
0,1280,930,934,S1
0,1280,930,933,S1
0,1280,930,929,S1
0,1280,930,927,S1
0,1281,150,152,S1
0,1281,150,147,S1
0,1281,150,151,S1
0,1281,150,154,S1
0,1281,150,150,S1
0,1282,830,829,S1
0,1282,830,835,S1
0,1282,830,828,S1
0,1282,830,832,S1
0,1282,830,830,S1
0,1283,650,646,S1
0,1283,650,652,S1
0,1283,650,651,S1
0,1283,650,655,S1
0,1283,650,645,S1
0,1284,260,261,S1
0,1284,260,263,S1
0,1284,260,255,S1
0,1284,260,258,S1
0,1284,260,257,S1
0,1285,220,219,S1
0,1285,220,223,S1
0,1285,220,220,S1
0,1285,220,215,S1
0,1285,220,221,S1
0,1286,910,906,S1
0,1286,910,910,S1
0,1286,910,905,S1
0,1286,910,909,S1
0,1286,910,908,S1
0,1287,320,318,S1
0,1287,320,319,S1
0,1287,320,315,S1
0,1287,320,321,S1
0,1287,320,316,S1
0,1288,980,979,S1
0,1288,980,983,S1
0,1288,980,981,S1
0,1288,980,977,S1
0,1288,980,985,S1
0,1289,950,951,S1
0,1289,950,950,S1
0,1289,950,947,S1
0,1289,950,946,S1
0,1289,950,952,S1
0,1290,90,95,S1
0,1290,90,89,S1
0,1290,90,86,S1
0,1290,90,93,S1
0,1290,90,94,S1
0,1291,90,90,S1
0,1291,90,91,S1
0,1291,90,85,S1
0,1291,90,95,S1
0,1291,90,86,S1
0,1292,130,128,S1
0,1292,130,127,S1
0,1292,130,129,S1
0,1292,130,133,S1
0,1292,130,134,S1
0,1293,10,13,S1
0,1293,10,11,S1
0,1293,10,14,S1
0,1293,10,6,S1
0,1293,10,10,S1
0,1294,390,385,S1
0,1294,390,392,S1
0,1294,390,395,S1
0,1294,390,387,S1
0,1294,390,386,S1
0,1295,10,13,S1
0,1295,10,7,S1
0,1295,10,9,S1
0,1295,10,15,S1
0,1295,10,6,S1
0,1296,420,422,S1
0,1296,420,424,S1
0,1296,420,425,S1
0,1296,420,417,S1
0,1296,420,421,S1
0,1297,500,499,S1
0,1297,500,497,S1
0,1297,500,502,S1
0,1297,500,501,S1
0,1297,500,504,S1
0,1298,920,917,S1
0,1298,920,918,S1
0,1298,920,916,S1
0,1298,920,923,S1
0,1298,920,922,S1
0,1299,620,625,S1
0,1299,620,618,S1
0,1299,620,619,S1
0,1299,620,621,S1
0,1299,620,616,S1
0,1300,820,819,S1
0,1300,820,825,S1
0,1300,820,824,S1
0,1300,820,815,S1
0,1300,820,816,S1
0,1301,450,448,S1
0,1301,450,446,S1
0,1301,450,450,S1
0,1301,450,453,S1
0,1301,450,454,S1
0,1302,740,740,S1
0,1302,740,735,S1
0,1302,740,744,S1
0,1302,740,742,S1
0,1302,740,736,S1
0,1303,330,329,S1
0,1303,330,327,S1
0,1303,330,333,S1
0,1303,330,335,S1
0,1303,330,331,S1
0,1304,860,855,S1
0,1304,860,857,S1
0,1304,860,856,S1
0,1304,860,864,S1
0,1304,860,861,S1
0,1305,780,783,S1
0,1305,780,782,S1
0,1305,780,777,S1
0,1305,780,781,S1
0,1305,780,778,S1
0,1306,530,533,S1
0,1306,530,528,S1
0,1306,530,525,S1
0,1306,530,527,S1
0,1306,530,529,S1
0,1307,510,505,S1
0,1307,510,511,S1
0,1307,510,506,S1
0,1307,510,509,S1
0,1307,510,508,S1
0,1308,400,398,S1
0,1308,400,397,S1
0,1308,400,404,S1
0,1308,400,403,S1
0,1308,400,401,S1
0,1309,530,528,S1
0,1309,530,526,S1
0,1309,530,530,S1
0,1309,530,532,S1
0,1309,530,535,S1
0,1310,250,253,S1
0,1310,250,251,S1
0,1310,250,246,S1
0,1310,250,247,S1
0,1310,250,248,S1
0,1311,780,776,S1
0,1311,780,781,S1
0,1311,780,779,S1
0,1311,780,778,S1
0,1311,780,785,S1
0,1312,550,553,S1
0,1312,550,548,S1
0,1312,550,549,S1
0,1312,550,550,S1
0,1312,550,547,S1
0,1313,170,165,S1
0,1313,170,173,S1
0,1313,170,172,S1
0,1313,170,168,S1
0,1313,170,175,S1
0,1314,10,12,S1
0,1314,10,7,S1
0,1314,10,14,S1
0,1314,10,13,S1
0,1314,10,9,S1
0,1315,10,6,S1
0,1315,10,5,S1
0,1315,10,11,S1
0,1315,10,7,S1
0,1315,10,12,S1
0,1316,380,384,S1
0,1316,380,375,S1
0,1316,380,379,S1
0,1316,380,377,S1
0,1316,380,385,S1
0,1317,810,815,S1
0,1317,810,813,S1
0,1317,810,810,S1
0,1317,810,807,S1
0,1317,810,814,S1
0,1318,410,413,S1
0,1318,410,407,S1
0,1318,410,406,S1
0,1318,410,405,S1
0,1318,410,414,S1
0,1319,580,580,S1
0,1319,580,579,S1
0,1319,580,575,S1
0,1319,580,582,S1
0,1319,580,581,S1
0,1320,140,138,S1
0,1320,140,135,S1
0,1320,140,137,S1
0,1320,140,144,S1
0,1320,140,145,S1
0,1321,350,353,S1
0,1321,350,355,S1
0,1321,350,347,S1
0,1321,350,346,S1
0,1321,350,348,S1
0,1322,680,678,S1
0,1322,680,680,S1
0,1322,680,676,S1
0,1322,680,682,S1
0,1322,680,685,S1
0,1323,620,622,S1
0,1323,620,619,S1
0,1323,620,615,S1
0,1323,620,625,S1
0,1323,620,621,S1
0,1324,820,817,S1
0,1324,820,818,S1
0,1324,820,819,S1
0,1324,820,825,S1
0,1324,820,816,S1
0,1325,540,536,S1
0,1325,540,539,S1
0,1325,540,544,S1
0,1325,540,538,S1
0,1325,540,535,S1
0,1326,550,553,S1
0,1326,550,547,S1
0,1326,550,552,S1
0,1326,550,548,S1
0,1326,550,550,S1
0,1327,150,145,S1
0,1327,150,153,S1
0,1327,150,149,S1
0,1327,150,155,S1
0,1327,150,151,S1
0,1328,590,594,S1
0,1328,590,593,S1
0,1328,590,589,S1
0,1328,590,591,S1
0,1328,590,592,S1
0,1329,100,103,S1
0,1329,100,101,S1
0,1329,100,96,S1
0,1329,100,95,S1
0,1329,100,98,S1
0,1330,570,570,S1
0,1330,570,568,S1
0,1330,570,567,S1
0,1330,570,574,S1
0,1330,570,571,S1
0,1331,860,864,S1
0,1331,860,860,S1
0,1331,860,862,S1
0,1331,860,861,S1
0,1331,860,856,S1
0,1332,600,599,S1
0,1332,600,597,S1
0,1332,600,605,S1
0,1332,600,600,S1
0,1332,600,595,S1
0,1333,730,726,S1
0,1333,730,734,S1
0,1333,730,725,S1
0,1333,730,730,S1
0,1333,730,733,S1
0,1334,610,611,S1
0,1334,610,613,S1
0,1334,610,606,S1
0,1334,610,615,S1
0,1334,610,608,S1
0,1335,50,53,S1
0,1335,50,52,S1
0,1335,50,48,S1
0,1335,50,55,S1
0,1335,50,46,S1
0,1336,130,127,S1
0,1336,130,125,S1
0,1336,130,129,S1
0,1336,130,126,S1
0,1336,130,130,S1
0,1337,830,828,S1
0,1337,830,826,S1
0,1337,830,835,S1
0,1337,830,830,S1
0,1337,830,829,S1
0,1338,180,175,S1
0,1338,180,184,S1
0,1338,180,183,S1
0,1338,180,179,S1
0,1338,180,176,S1
0,1339,910,913,S1
0,1339,910,910,S1
0,1339,910,912,S1
0,1339,910,906,S1
0,1339,910,915,S1
0,1340,580,577,S1
0,1340,580,576,S1
0,1340,580,584,S1
0,1340,580,575,S1
0,1340,580,581,S1
0,1341,70,68,S1
0,1341,70,72,S1
0,1341,70,75,S1
0,1341,70,69,S1
0,1341,70,66,S1
0,1342,490,485,S1
0,1342,490,488,S1
0,1342,490,492,S1
0,1342,490,487,S1
0,1342,490,486,S1
0,1343,360,358,S1
0,1343,360,356,S1
0,1343,360,359,S1
0,1343,360,361,S1
0,1343,360,364,S1
0,1344,860,861,S1
0,1344,860,856,S1
0,1344,860,860,S1
0,1344,860,855,S1
0,1344,860,857,S1
0,1345,160,159,S1
0,1345,160,165,S1
0,1345,160,155,S1
0,1345,160,162,S1
0,1345,160,161,S1
0,1346,550,547,S1
0,1346,550,551,S1
0,1346,550,550,S1
0,1346,550,554,S1
0,1346,550,546,S1
0,1347,350,351,S1
0,1347,350,353,S1
0,1347,350,346,S1
0,1347,350,348,S1
0,1347,350,350,S1
0,1348,370,372,S1
0,1348,370,366,S1
0,1348,370,373,S1
0,1348,370,375,S1
0,1348,370,368,S1
0,1349,120,118,S1
0,1349,120,123,S1
0,1349,120,124,S1
0,1349,120,116,S1
0,1349,120,117,S1
0,1350,740,738,S1
0,1350,740,741,S1
0,1350,740,737,S1
0,1350,740,742,S1
0,1350,740,736,S1
0,1351,20,22,S1
0,1351,20,23,S1
0,1351,20,25,S1
0,1351,20,16,S1
0,1351,20,19,S1
0,1352,800,798,S1
0,1352,800,804,S1
0,1352,800,805,S1
0,1352,800,800,S1
0,1352,800,797,S1
0,1353,30,35,S1
0,1353,30,31,S1
0,1353,30,33,S1
0,1353,30,28,S1
0,1353,30,29,S1
0,1354,780,775,S1
0,1354,780,776,S1
0,1354,780,785,S1
0,1354,780,778,S1
0,1354,780,784,S1
0,1355,920,925,S1
0,1355,920,919,S1
0,1355,920,915,S1
0,1355,920,916,S1
0,1355,920,923,S1
0,1356,890,885,S1
0,1356,890,888,S1
0,1356,890,892,S1
0,1356,890,891,S1
0,1356,890,894,S1
0,1357,740,740,S1
0,1357,740,742,S1
0,1357,740,739,S1
0,1357,740,737,S1
0,1357,740,735,S1
0,1358,180,177,S1
0,1358,180,176,S1
0,1358,180,181,S1
0,1358,180,183,S1
0,1358,180,185,S1
0,1359,730,735,S1
0,1359,730,727,S1
0,1359,730,732,S1
0,1359,730,734,S1
0,1359,730,725,S1
0,1360,980,981,S1
0,1360,980,985,S1
0,1360,980,979,S1
0,1360,980,982,S1
0,1360,980,978,S1
0,1361,220,219,S1
0,1361,220,216,S1
0,1361,220,222,S1
0,1361,220,221,S1
0,1361,220,225,S1
0,1362,570,571,S1
0,1362,570,570,S1
0,1362,570,573,S1
0,1362,570,566,S1
0,1362,570,567,S1
0,1363,290,287,S1
0,1363,290,293,S1
0,1363,290,286,S1
0,1363,290,290,S1
0,1363,290,295,S1
0,1364,920,924,S1
0,1364,920,919,S1
0,1364,920,925,S1
0,1364,920,921,S1
0,1364,920,920,S1
0,1365,990,985,S1
0,1365,990,994,S1
0,1365,990,995,S1
0,1365,990,992,S1
0,1365,990,988,S1
0,1366,930,933,S1
0,1366,930,932,S1
0,1366,930,925,S1
0,1366,930,927,S1
0,1366,930,934,S1
0,1367,810,809,S1
0,1367,810,807,S1
0,1367,810,812,S1
0,1367,810,814,S1
0,1367,810,811,S1
0,1368,280,285,S1
0,1368,280,279,S1
0,1368,280,281,S1
0,1368,280,276,S1
0,1368,280,282,S1
0,1369,170,166,S1
0,1369,170,171,S1
0,1369,170,172,S1
0,1369,170,175,S1
0,1369,170,170,S1
0,1370,250,253,S1
0,1370,250,245,S1
0,1370,250,252,S1
0,1370,250,255,S1
0,1370,250,251,S1
0,1371,860,860,S1
0,1371,860,865,S1
0,1371,860,859,S1
0,1371,860,855,S1
0,1371,860,856,S1
0,1372,950,953,S1
0,1372,950,954,S1
0,1372,950,951,S1
0,1372,950,946,S1
0,1372,950,952,S1
0,1373,580,577,S1
0,1373,580,580,S1
0,1373,580,584,S1
0,1373,580,581,S1
0,1373,580,579,S1
0,1374,40,41,S1
0,1374,40,36,S1
0,1374,40,42,S1
0,1374,40,44,S1
0,1374,40,40,S1
0,1375,720,716,S1
0,1375,720,715,S1
0,1375,720,720,S1
0,1375,720,721,S1
0,1375,720,722,S1
0,1376,160,158,S1
0,1376,160,163,S1
0,1376,160,165,S1
0,1376,160,156,S1
0,1376,160,164,S1
0,1377,790,788,S1
0,1377,790,794,S1
0,1377,790,786,S1
0,1377,790,791,S1
0,1377,790,787,S1
0,1378,230,227,S1
0,1378,230,228,S1
0,1378,230,229,S1
0,1378,230,231,S1
0,1378,230,235,S1
0,1379,330,328,S1
0,1379,330,333,S1
0,1379,330,325,S1
0,1379,330,330,S1
0,1379,330,329,S1
0,1380,210,210,S1
0,1380,210,205,S1
0,1380,210,208,S1
0,1380,210,215,S1
0,1380,210,214,S1
0,1381,320,316,S1
0,1381,320,324,S1
0,1381,320,323,S1
0,1381,320,322,S1
0,1381,320,315,S1
0,1382,860,859,S1
0,1382,860,864,S1
0,1382,860,860,S1
0,1382,860,858,S1
0,1382,860,856,S1
0,1383,740,742,S1
0,1383,740,737,S1
0,1383,740,739,S1
0,1383,740,740,S1
0,1383,740,735,S1
0,1384,870,866,S1
0,1384,870,867,S1
0,1384,870,874,S1
0,1384,870,868,S1
0,1384,870,869,S1
0,1385,610,605,S1
0,1385,610,615,S1
0,1385,610,607,S1
0,1385,610,611,S1
0,1385,610,606,S1
0,1386,300,300,S1
0,1386,300,302,S1
0,1386,300,303,S1
0,1386,300,297,S1
0,1386,300,295,S1
0,1387,210,208,S1
0,1387,210,209,S1
0,1387,210,215,S1
0,1387,210,212,S1
0,1387,210,210,S1
0,1388,810,805,S1
0,1388,810,813,S1
0,1388,810,807,S1
0,1388,810,810,S1
0,1388,810,812,S1
0,1389,160,162,S1
0,1389,160,163,S1
0,1389,160,161,S1
0,1389,160,156,S1
0,1389,160,157,S1
0,1390,440,439,S1
0,1390,440,440,S1
0,1390,440,438,S1
0,1390,440,443,S1
0,1390,440,435,S1
0,1391,710,712,S1
0,1391,710,715,S1
0,1391,710,710,S1
0,1391,710,714,S1
0,1391,710,706,S1
0,1392,760,756,S1
0,1392,760,755,S1
0,1392,760,763,S1
0,1392,760,764,S1
0,1392,760,761,S1
0,1393,450,453,S1
0,1393,450,451,S1
0,1393,450,455,S1
0,1393,450,454,S1
0,1393,450,449,S1
0,1394,730,731,S1
0,1394,730,726,S1
0,1394,730,733,S1
0,1394,730,730,S1
0,1394,730,734,S1
0,1395,560,564,S1
0,1395,560,555,S1
0,1395,560,561,S1
0,1395,560,562,S1
0,1395,560,559,S1
0,1396,290,287,S1
0,1396,290,295,S1
0,1396,290,292,S1
0,1396,290,290,S1
0,1396,290,286,S1
0,1397,210,205,S1
0,1397,210,211,S1
0,1397,210,209,S1
0,1397,210,208,S1
0,1397,210,207,S1
0,1398,80,83,S1
0,1398,80,81,S1
0,1398,80,75,S1
0,1398,80,82,S1
0,1398,80,78,S1
0,1399,210,206,S1
0,1399,210,214,S1
0,1399,210,207,S1
0,1399,210,208,S1
0,1399,210,209,S1
0,1400,580,582,S1
0,1400,580,583,S1
0,1400,580,584,S1
0,1400,580,576,S1
0,1400,580,577,S1
0,1401,910,908,S1
0,1401,910,906,S1
0,1401,910,911,S1
0,1401,910,915,S1
0,1401,910,910,S1
0,1402,40,37,S1
0,1402,40,35,S1
0,1402,40,38,S1
0,1402,40,36,S1
0,1402,40,43,S1
0,1403,250,250,S1
0,1403,250,253,S1
0,1403,250,247,S1
0,1403,250,252,S1
0,1403,250,255,S1
0,1404,510,508,S1
0,1404,510,509,S1
0,1404,510,506,S1
0,1404,510,505,S1
0,1404,510,514,S1
0,1405,450,450,S1
0,1405,450,454,S1
0,1405,450,445,S1
0,1405,450,447,S1
0,1405,450,449,S1
0,1406,40,38,S1
0,1406,40,45,S1
0,1406,40,36,S1
0,1406,40,44,S1
0,1406,40,35,S1
0,1407,440,443,S1
0,1407,440,444,S1
0,1407,440,439,S1
0,1407,440,438,S1
0,1407,440,441,S1
0,1408,790,795,S1
0,1408,790,794,S1
0,1408,790,790,S1
0,1408,790,788,S1
0,1408,790,787,S1
0,1409,650,654,S1
0,1409,650,651,S1
0,1409,650,647,S1
0,1409,650,649,S1
0,1409,650,655,S1
0,1410,800,801,S1
0,1410,800,799,S1
0,1410,800,803,S1
0,1410,800,797,S1
0,1410,800,804,S1
0,1411,890,888,S1
0,1411,890,887,S1
0,1411,890,893,S1
0,1411,890,885,S1
0,1411,890,890,S1
0,1412,600,605,S1
0,1412,600,595,S1
0,1412,600,598,S1
0,1412,600,603,S1
0,1412,600,601,S1
0,1413,720,716,S1
0,1413,720,715,S1
0,1413,720,724,S1
0,1413,720,720,S1
0,1413,720,721,S1
0,1414,490,492,S1
0,1414,490,487,S1
0,1414,490,488,S1
0,1414,490,491,S1
0,1414,490,495,S1
0,1415,930,930,S1
0,1415,930,931,S1
0,1415,930,933,S1
0,1415,930,927,S1
0,1415,930,929,S1
0,1416,620,619,S1
0,1416,620,616,S1
0,1416,620,623,S1
0,1416,620,624,S1
0,1416,620,622,S1
0,1417,560,557,S1
0,1417,560,560,S1
0,1417,560,562,S1
0,1417,560,561,S1
0,1417,560,564,S1
0,1418,10,8,S1
0,1418,10,13,S1
0,1418,10,9,S1
0,1418,10,12,S1
0,1418,10,14,S1
0,1419,860,860,S1
0,1419,860,865,S1
0,1419,860,863,S1
0,1419,860,859,S1
0,1419,860,857,S1
0,1420,570,569,S1
0,1420,570,575,S1
0,1420,570,572,S1
0,1420,570,573,S1
0,1420,570,571,S1
0,1421,60,61,S1
0,1421,60,62,S1
0,1421,60,56,S1
0,1421,60,58,S1
0,1421,60,59,S1
0,1422,510,506,S1
0,1422,510,512,S1
0,1422,510,507,S1
0,1422,510,515,S1
0,1422,510,508,S1
0,1423,520,520,S1
0,1423,520,516,S1
0,1423,520,523,S1
0,1423,520,525,S1
0,1423,520,521,S1
0,1424,770,766,S1
0,1424,770,770,S1
0,1424,770,771,S1
0,1424,770,775,S1
0,1424,770,774,S1
0,1425,670,671,S1
0,1425,670,675,S1
0,1425,670,668,S1
0,1425,670,669,S1
0,1425,670,667,S1
0,1426,420,416,S1
0,1426,420,415,S1
0,1426,420,418,S1
0,1426,420,422,S1
0,1426,420,421,S1
0,1427,180,177,S1
0,1427,180,181,S1
0,1427,180,176,S1
0,1427,180,183,S1
0,1427,180,185,S1
0,1428,700,696,S1
0,1428,700,695,S1
0,1428,700,704,S1
0,1428,700,703,S1
0,1428,700,700,S1
0,1429,300,303,S1
0,1429,300,299,S1
0,1429,300,296,S1
0,1429,300,305,S1
0,1429,300,301,S1
0,1430,560,558,S1
0,1430,560,564,S1
0,1430,560,561,S1
0,1430,560,559,S1
0,1430,560,555,S1
0,1431,890,891,S1
0,1431,890,885,S1
0,1431,890,887,S1
0,1431,890,889,S1
0,1431,890,892,S1
0,1432,920,925,S1
0,1432,920,919,S1
0,1432,920,923,S1
0,1432,920,924,S1
0,1432,920,917,S1
0,1433,840,839,S1
0,1433,840,841,S1
0,1433,840,835,S1
0,1433,840,843,S1
0,1433,840,842,S1
0,1434,60,64,S1
0,1434,60,62,S1
0,1434,60,58,S1
0,1434,60,65,S1
0,1434,60,59,S1
0,1435,260,256,S1
0,1435,260,264,S1
0,1435,260,259,S1
0,1435,260,263,S1
0,1435,260,262,S1
0,1436,340,343,S1
0,1436,340,335,S1
0,1436,340,341,S1
0,1436,340,339,S1
0,1436,340,336,S1
0,1437,60,55,S1
0,1437,60,61,S1
0,1437,60,65,S1
0,1437,60,60,S1
0,1437,60,56,S1
0,1438,330,325,S1
0,1438,330,335,S1
0,1438,330,330,S1
0,1438,330,326,S1
0,1438,330,328,S1
0,1439,240,242,S1
0,1439,240,236,S1
0,1439,240,243,S1
0,1439,240,245,S1
0,1439,240,237,S1
0,1440,320,321,S1
0,1440,320,319,S1
0,1440,320,317,S1
0,1440,320,315,S1
0,1440,320,320,S1
0,1441,150,147,S1
0,1441,150,152,S1
0,1441,150,154,S1
0,1441,150,149,S1
0,1441,150,146,S1
0,1442,210,213,S1
0,1442,210,215,S1
0,1442,210,209,S1
0,1442,210,211,S1
0,1442,210,212,S1
0,1443,430,429,S1
0,1443,430,430,S1
0,1443,430,432,S1
0,1443,430,435,S1
0,1443,430,427,S1
0,1444,890,895,S1
0,1444,890,886,S1
0,1444,890,892,S1
0,1444,890,893,S1
0,1444,890,887,S1
0,1445,590,587,S1
0,1445,590,594,S1
0,1445,590,588,S1
0,1445,590,593,S1
0,1445,590,591,S1
0,1446,870,869,S1
0,1446,870,872,S1
0,1446,870,871,S1
0,1446,870,874,S1
0,1446,870,867,S1
0,1447,540,545,S1
0,1447,540,543,S1
0,1447,540,541,S1
0,1447,540,544,S1
0,1447,540,542,S1
0,1448,600,599,S1
0,1448,600,598,S1
0,1448,600,595,S1
0,1448,600,597,S1
0,1448,600,604,S1
0,1449,350,347,S1
0,1449,350,351,S1
0,1449,350,346,S1
0,1449,350,354,S1
0,1449,350,345,S1
0,1450,710,706,S1
0,1450,710,710,S1
0,1450,710,713,S1
0,1450,710,709,S1
0,1450,710,708,S1
0,1451,970,973,S1
0,1451,970,974,S1
0,1451,970,969,S1
0,1451,970,965,S1
0,1451,970,967,S1
0,1452,860,865,S1
0,1452,860,858,S1
0,1452,860,856,S1
0,1452,860,863,S1
0,1452,860,855,S1
0,1453,400,403,S1
0,1453,400,400,S1
0,1453,400,396,S1
0,1453,400,395,S1
0,1453,400,398,S1
0,1454,630,633,S1
0,1454,630,635,S1
0,1454,630,627,S1
0,1454,630,625,S1
0,1454,630,632,S1
0,1455,530,526,S1
0,1455,530,530,S1
0,1455,530,531,S1
0,1455,530,528,S1
0,1455,530,533,S1
0,1456,910,909,S1
0,1456,910,912,S1
0,1456,910,914,S1
0,1456,910,907,S1
0,1456,910,911,S1
0,1457,50,53,S1
0,1457,50,49,S1
0,1457,50,46,S1
0,1457,50,50,S1
0,1457,50,47,S1
0,1458,680,680,S1
0,1458,680,683,S1
0,1458,680,681,S1
0,1458,680,677,S1
0,1458,680,684,S1
0,1459,780,776,S1
0,1459,780,783,S1
0,1459,780,777,S1
0,1459,780,778,S1
0,1459,780,784,S1
0,1460,90,86,S1
0,1460,90,91,S1
0,1460,90,94,S1
0,1460,90,92,S1
0,1460,90,95,S1
0,1461,50,45,S1
0,1461,50,54,S1
0,1461,50,46,S1
0,1461,50,49,S1
0,1461,50,51,S1
0,1462,50,51,S1
0,1462,50,45,S1
0,1462,50,55,S1
0,1462,50,50,S1
0,1462,50,54,S1
0,1463,990,985,S1
0,1463,990,995,S1
0,1463,990,987,S1
0,1463,990,988,S1
0,1463,990,991,S1
0,1464,200,204,S1
0,1464,200,200,S1
0,1464,200,199,S1
0,1464,200,196,S1
0,1464,200,202,S1
0,1465,170,167,S1
0,1465,170,169,S1
0,1465,170,170,S1
0,1465,170,172,S1
0,1465,170,175,S1
0,1466,10,7,S1
0,1466,10,8,S1
0,1466,10,9,S1
0,1466,10,13,S1
0,1466,10,10,S1
0,1467,250,253,S1
0,1467,250,246,S1
0,1467,250,252,S1
0,1467,250,249,S1
0,1467,250,254,S1
0,1468,120,118,S1
0,1468,120,123,S1
0,1468,120,120,S1
0,1468,120,121,S1
0,1468,120,116,S1
0,1469,490,492,S1
0,1469,490,490,S1
0,1469,490,489,S1
0,1469,490,493,S1
0,1469,490,494,S1
0,1470,850,847,S1
0,1470,850,852,S1
0,1470,850,849,S1
0,1470,850,848,S1
0,1470,850,851,S1
0,1471,280,284,S1
0,1471,280,275,S1
0,1471,280,282,S1
0,1471,280,277,S1
0,1471,280,278,S1
0,1472,750,755,S1
0,1472,750,752,S1
0,1472,750,750,S1
0,1472,750,745,S1
0,1472,750,748,S1
0,1473,750,748,S1
0,1473,750,749,S1
0,1473,750,754,S1
0,1473,750,751,S1
0,1473,750,746,S1
0,1474,260,264,S1
0,1474,260,262,S1
0,1474,260,259,S1
0,1474,260,265,S1
0,1474,260,261,S1
0,1475,990,991,S1
0,1475,990,989,S1
0,1475,990,990,S1
